mf_name,curr_price,growth(%),1 year(%),3 year(%),5 year(%),launch_date,exit_load(%),min_investment,Last dividend payout,document_link,link
Baroda Banking and Financial Services Fund - Plan B - Direct Plan - IDCW,19.14,-0.52,51.66,3.93,5.33,2013-01-01 00:00:00,1.0,5000.0,15.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057666.00206700/baroda-banking-financial-services-fund-plan-direct-plan
Baroda Conservative Hybrid Fund - Plan B - Direct Plan - Growth,31.68,0.06,11.21,11.16,9.48,2013-01-01 00:00:00,,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057673.00206600/baroda-conservative-hybrid-fund-plan-direct-plan
Baroda Conservative Hybrid Fund - Plan B - Direct Plan - IDCW-Monthly,15.85,0.06,5.71,5.31,3.58,2013-01-01 00:00:00,,5000.0,0.66%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057673.00218200/baroda-conservative-hybrid-fund-plan-direct-plan
Baroda Conservative Hybrid Fund - Plan B - Direct Plan - IDCW-Quarterly,14.64,0.06,5.16,3.12,2.25,2014-08-07 00:00:00,,5000.0,2.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057673.00218100/baroda-conservative-hybrid-fund-plan-direct-plan
Baroda Credit Risk Fund - Direct Plan - Growth,16.74,0.01,17.53,6.06,7.59,2015-01-08 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140512585.00206600/baroda-credit-risk-fund-direct-plan
Baroda Credit Risk Fund - Direct Plan - IDCW-Monthly,11.51,0.01,17.53,0.99,1.38,2015-01-27 00:00:00,1.0,5000.0,0.70%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140512585.00218200/baroda-credit-risk-fund-direct-plan
Baroda Credit Risk Fund - Direct Plan - IDCW-Quarterly,11.61,0.01,14.32,1.42,1.61,2015-01-27 00:00:00,1.0,5000.0,1.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140512585.00218100/baroda-credit-risk-fund-direct-plan
Baroda Dynamic Bond Fund - Plan B - Direct Plan - Growth,19.55,-0.03,7.76,4.79,5.98,2013-01-01 00:00:00,3.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057667.00206600/baroda-dynamic-bond-fund-plan-direct-plan
Baroda Dynamic Bond Fund - Plan B - Direct Plan - IDCW,14.34,-0.03,4.07,3.08,2.73,2013-01-01 00:00:00,3.0,5000.0,5.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057667.00206700/baroda-dynamic-bond-fund-plan-direct-plan
Baroda Dynamic Equity Fund - Direct Plan - Growth,15.37,-0.07,37.23,0.0,0.0,2018-10-22 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140516006.00206600/baroda-dynamic-equity-fund-direct-plan
Baroda Dynamic Equity Fund - Direct Plan - IDCW,14.24,-0.07,27.14,0.0,0.0,2018-10-22 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140516006.00206700/baroda-dynamic-equity-fund-direct-plan
Baroda ELSS 96 - Plan B - Direct Plan - Growth,65.95,0.09,61.64,10.81,12.52,2015-03-05 00:00:00,,500.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057668.00206600/baroda-elss-plan-direct-plan
Baroda ELSS 96 - Plan B - Direct Plan - IDCW,43.05,0.09,51.74,6.81,6.61,2013-01-01 00:00:00,,500.0,26.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057668.00206700/baroda-elss-plan-direct-plan
Baroda Equity Savings Fund - Direct Plan - Growth,12.04,-0.08,13.69,0.0,0.0,2019-07-04 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140516765.00206600/baroda-equity-savings-fund-direct-plan
Baroda Equity Savings Fund - Direct Plan - IDCW,12.04,-0.08,13.69,0.0,0.0,2019-07-04 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140516765.00206700/baroda-equity-savings-fund-direct-plan
Baroda Gilt Fund - Plan B - Direct Plan - Growth,36.04,-0.01,4.28,9.36,7.96,2013-01-01 00:00:00,0.25,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057669.00206600/baroda-gilt-fund-plan-direct-plan
Baroda Gilt Fund - Plan B - Direct Plan - IDCW,29.96,-0.01,0.85,7.9,7.09,2013-01-01 00:00:00,0.25,5000.0,10.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057669.00206700/baroda-gilt-fund-plan-direct-plan
Baroda Hybrid Equity Fund - Plan B - Direct Plan - Growth,78.88,-0.08,47.85,10.23,11.81,2013-01-01 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057665.00206600/baroda-hybrid-equity-fund-plan-direct-plan
Baroda Hybrid Equity Fund - Plan B - Direct Plan - IDCW,20.7,-0.1,38.18,2.15,2.55,2013-01-01 00:00:00,1.0,5000.0,3.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057665.00206700/baroda-hybrid-equity-fund-plan-direct-plan
Baroda Large and Mid Cap Fund - Direct Plan - Growth,13.8,-0.07,0.0,0.0,0.0,2020-08-17 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140517133.00206600/baroda-large-fund-direct-plan
Baroda Large and Mid Cap Fund - Direct Plan - IDCW,13.8,-0.07,0.0,0.0,0.0,2020-08-17 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140517133.00206700/baroda-large-fund-direct-plan
Baroda Large Cap Fund - Plan B - Direct Plan - Growth,20.94,-0.19,51.3,14.17,14.48,2013-01-01 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057672.00206600/baroda-large-fund-plan-direct-plan
Baroda Large Cap Fund - Plan B - Direct Plan - IDCW,15.62,-0.19,40.59,8.59,9.73,2013-01-01 00:00:00,1.0,5000.0,11.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057672.00206700/baroda-large-fund-plan-direct-plan
Baroda Liquid Fund - Plan B - Direct Plan - Growth,2383.75,0.01,3.31,5.59,6.18,2013-01-01 00:00:00,0.007,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057594.00206600/baroda-liquid-fund-plan-direct-plan
Baroda Mid-Cap Fund - Plan B - Direct Plan - Growth,14.82,0.41,72.73,14.39,16.86,2013-01-01 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057677.00206600/baroda-fund-plan-direct-plan
Baroda Mid-Cap Fund - Plan B - Direct Plan - IDCW,14.82,0.41,72.73,14.39,16.86,2013-01-01 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057677.00206700/baroda-fund-plan-direct-plan
Baroda Money Market Fund - Direct Plan - Growth,1096.54,0.01,3.15,0.0,0.0,2019-06-13 00:00:00,,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140516297.00206600/baroda-money-market-fund-direct-plan
Baroda Money Market Fund - Direct Plan - IDCW-Monthly,1002.33,0.03,-0.38,0.0,0.0,2019-06-13 00:00:00,,5000.0,0.45%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140516297.00218200/baroda-money-market-fund-direct-plan
Baroda Multi Cap Fund - Plan B - Direct Plan - Growth,152.45,0.03,66.52,14.33,14.37,2013-01-01 00:00:00,1.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057670.00206600/baroda-multi-fund-plan-direct-plan
Baroda Multi Cap Fund - Plan B - Direct Plan - IDCW,37.29,0.0,53.77,3.69,2.34,2013-01-01 00:00:00,1.0,5000.0,28.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057670.00206700/baroda-multi-fund-plan-direct-plan
Baroda Overnight Fund - Direct Plan - Growth,1087.25,0.01,3.11,0.0,0.0,2019-04-23 00:00:00,,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140516652.00206600/baroda-overnight-fund-direct-plan
Baroda Short Term Bond Fund - Plan B - Direct Plan - Growth,24.4,0.02,7.52,8.3,8.47,2013-01-01 00:00:00,0.25,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057675.00206600/baroda-short-term-bond-fund-plan-direct-plan
Baroda Short Term Bond Fund - Plan B - Direct Plan - IDCW-Monthly,10.17,0.02,1.1,0.49,0.27,2013-01-01 00:00:00,0.25,5000.0,0.66%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057675.00218200/baroda-short-term-bond-fund-plan-direct-plan
Baroda Short Term Bond Fund - Plan B - Direct Plan - IDCW-Quarterly,11.1,0.02,2.27,2.62,0.0,2016-12-23 00:00:00,0.25,5000.0,1.00%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057675.00218100/baroda-short-term-bond-fund-plan-direct-plan
Baroda Treasury Advantage Fund - Plan B - Direct Plan - Growth,1606.06,0.01,37.29,-8.33,-2.08,2013-01-01 00:00:00,3.0,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057676.00206600/baroda-treasury-advantage-fund-plan-direct-plan
Baroda Treasury Advantage Fund - Plan B - Direct Plan - IDCW-Monthly,724.58,0.01,37.29,-10.25,-6.32,2013-01-01 00:00:00,3.0,5000.0,0.27%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057676.00218200/baroda-treasury-advantage-fund-plan-direct-plan
Baroda Treasury Advantage Fund - Plan B - Direct Plan - IDCW-Quarterly,756.07,0.01,37.29,-10.32,-6.02,2013-01-01 00:00:00,3.0,5000.0,1.30%,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/14057676.00218100/baroda-treasury-advantage-fund-plan-direct-plan
Baroda Ultra Short Duration Fund - Direct Plan - Growth,1210.69,0.01,4.04,6.55,0.0,2018-05-24 00:00:00,,5000.0,,https://www.barodamf.com/Downloads/pages/sid.aspx,https://coin.zerodha.com/funds/140515340.00206600/baroda-ultra-short-duration-fund-direct-plan
BOI AXA Arbitrage Fund - Direct Plan - Growth,11.53,-0.01,3.16,0.0,0.0,2018-05-31 00:00:00,0.5,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140515378.00206600/arbitrage-fund-direct-plan
BOI AXA Arbitrage Fund - Direct Plan - IDCW-Annual,10.44,-0.01,3.25,0.0,0.0,2018-05-31 00:00:00,0.5,5000.0,1.40%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140515378.00217900/arbitrage-fund-direct-plan
BOI AXA Arbitrage Fund - Direct Plan - IDCW-Monthly,10.41,-0.01,3.21,0.0,0.0,2018-05-31 00:00:00,0.5,5000.0,0.50%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140515378.00218200/arbitrage-fund-direct-plan
BOI AXA Arbitrage Fund - Direct Plan - IDCW-Quarterly,10.96,-0.01,3.17,0.0,0.0,2018-05-31 00:00:00,0.5,5000.0,1.43%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140515378.00218100/arbitrage-fund-direct-plan
BOI AXA Conservative Hybrid Fund - Direct Plan - Growth,22.81,-0.15,16.15,2.21,5.15,2013-01-01 00:00:00,1.0,10000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057845.00206600/conservative-hybrid-fund-direct-plan
BOI AXA Conservative Hybrid Fund - Direct Plan - IDCW-Annual,10.43,-0.15,11.41,-2.63,-1.31,2014-09-04 00:00:00,1.0,10000.0,4.20%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057845.00217900/conservative-hybrid-fund-direct-plan
BOI AXA Conservative Hybrid Fund - Direct Plan - IDCW-Monthly,10.49,-0.15,13.49,0.87,0.07,2013-01-01 00:00:00,1.0,10000.0,2.28%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057845.00218200/conservative-hybrid-fund-direct-plan
BOI AXA Conservative Hybrid Fund - Direct Plan - IDCW-Quarterly,11.24,-0.15,16.03,-0.76,0.34,2013-01-01 00:00:00,1.0,10000.0,2.16%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057845.00218100/conservative-hybrid-fund-direct-plan
BOI AXA Equity Debt Rebalancer Fund - Direct Plan - Growth,16.58,0.01,15.28,2.98,4.95,2014-02-21 00:00:00,1.0,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140510996.00206600/equity-debt-rebalancer-fund-direct-plan
BOI AXA Equity Debt Rebalancer Fund - Direct Plan - IDCW,11.04,0.01,15.2,-2.93,-1.41,2014-02-21 00:00:00,1.0,5000.0,0.44%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140510996.00206700/equity-debt-rebalancer-fund-direct-plan
BOI AXA Flexi Cap Fund - Direct Plan - Growth,17.09,-0.29,0.0,0.0,0.0,2020-06-10 00:00:00,,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140517099.00206600/flexi-fund-direct-plan
BOI AXA Flexi Cap Fund - Direct Plan - IDCW,15.8,-0.32,0.0,0.0,0.0,2020-06-10 00:00:00,,5000.0,10.00%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140517099.00206700/flexi-fund-direct-plan
BOI AXA Large & Mid Cap Equity Fund - Direct Plan - Growth,53.72,-0.02,61.27,11.1,13.68,2013-01-01 00:00:00,1.0,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057678.00206600/large-equity-fund-direct-plan
BOI AXA Large & Mid Cap Equity Fund - Direct Plan - IDCW,15.7,0.0,50.24,0.06,3.85,2013-01-01 00:00:00,1.0,5000.0,10.00%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057678.00206700/large-equity-fund-direct-plan
BOI AXA Large & Mid Cap Equity Fund - Direct Plan - IDCW-Quarterly,14.95,-0.07,49.8,3.13,6.23,2013-01-01 00:00:00,1.0,5000.0,10.00%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057678.00218100/large-equity-fund-direct-plan
BOI AXA Liquid Fund - Direct Plan - Growth,2381.0,0.01,3.27,5.47,6.1,2013-01-01 00:00:00,0.007,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057604.00206600/liquid-fund-direct-plan
BOI AXA Manufacturing & Infrastructure Fund - Direct Plan - Growth,27.23,0.18,78.32,13.49,17.36,2013-01-01 00:00:00,1.0,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057679.00206600/manufacturing-infrastructure-fund-direct-plan
BOI AXA Manufacturing & Infrastructure Fund - Direct Plan - IDCW,25.71,0.19,78.29,13.42,16.23,2013-01-01 00:00:00,1.0,5000.0,5.00%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057679.00206700/manufacturing-infrastructure-fund-direct-plan
BOI AXA Manufacturing & Infrastructure Fund - Direct Plan - IDCW-Quarterly,26.78,0.19,78.3,13.43,17.16,2013-01-01 00:00:00,1.0,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057679.00218100/manufacturing-infrastructure-fund-direct-plan
BOI AXA Mid & Small Cap Equity & Debt Fund - Direct Plan - Growth,20.01,0.1,70.01,12.51,0.0,2016-06-29 00:00:00,1.0,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140513902.00206600/small-equity-debt-fund-direct-plan
BOI AXA Mid & Small Cap Equity & Debt Fund - Direct Plan - IDCW,17.51,0.11,69.84,12.46,0.0,2016-06-29 00:00:00,1.0,5000.0,7.50%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140513902.00206700/small-equity-debt-fund-direct-plan
BOI AXA Overnight Fund - Direct Plan - Growth,1047.02,0.01,3.19,0.0,0.0,2020-01-27 00:00:00,,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140516938.00206600/overnight-fund-direct-plan
BOI AXA Overnight Fund - Direct Plan - IDCW-Monthly,1000.89,0.01,-0.01,0.0,0.0,2020-01-27 00:00:00,,5000.0,0.32%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140516938.00218200/overnight-fund-direct-plan
BOI AXA Short Term Income Fund - Direct Plan - Growth,18.42,0.01,5.67,-2.69,1.48,2013-01-01 00:00:00,,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057680.00206600/short-term-income-fund-direct-plan
BOI AXA Short Term Income Fund - Direct Plan - IDCW-Monthly,8.96,0.01,5.65,-4.64,-2.91,2013-01-01 00:00:00,,5000.0,0.36%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057680.00218200/short-term-income-fund-direct-plan
BOI AXA Short Term Income Fund - Direct Plan - IDCW-Quarterly,8.49,0.01,6.04,-6.12,-3.87,2013-01-01 00:00:00,,5000.0,1.08%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057680.00218100/short-term-income-fund-direct-plan
BOI AXA Small Cap Fund - Direct Plan - Growth,22.38,0.13,113.55,0.0,0.0,2018-11-28 00:00:00,1.0,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140516100.00206600/small-fund-direct-plan
BOI AXA Small Cap Fund - Direct Plan - IDCW,18.3,0.16,74.62,0.0,0.0,2018-11-28 00:00:00,1.0,5000.0,10.00%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/140516100.00206700/small-fund-direct-plan
BOI AXA Tax Advantage Fund - Direct Plan - Growth,96.0,0.08,72.26,17.5,19.98,2013-01-01 00:00:00,,500.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057681.00206600/advantage-fund-direct-plan
BOI AXA Tax Advantage Fund - Direct Plan - IDCW,41.07,0.07,61.12,14.91,15.42,2013-01-01 00:00:00,,500.0,14.41%,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057681.00206700/advantage-fund-direct-plan
BOI AXA Ultra Short Duration Fund - Direct Plan - Growth,2584.88,0.01,3.84,6.34,7.12,2013-01-01 00:00:00,,5000.0,,https://www.boiaxamf.com/home,https://coin.zerodha.com/funds/14057682.00206600/ultra-short-duration-fund-direct-plan
Aditya Birla Sun Life Arbitrage Fund - Direct Plan - Growth,21.99,-0.01,4.05,5.77,6.17,2013-01-01 00:00:00,0.25,1000.0,,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/14057718.00206600/aditya-birla-life-arbitrage-fund-direct-plan
Aditya Birla Sun Life Arbitrage Fund - Direct Plan - IDCW,11.16,-0.01,0.92,0.32,0.35,2013-01-01 00:00:00,0.25,1000.0,0.54%,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/14057718.00206700/aditya-birla-life-arbitrage-fund-direct-plan
Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth,74.61,0.04,36.35,12.57,13.03,2013-01-01 00:00:00,,100.0,,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/14058021.00206600/aditya-birla-life-balanced-advantage-fund-direct-plan
Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - IDCW,24.75,0.08,28.57,4.39,5.29,2013-01-01 00:00:00,,100.0,1.20%,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/14058021.00206700/aditya-birla-life-balanced-advantage-fund-direct-plan
Aditya Birla Sun Life Banking & PSU Debt Fund - Direct Plan - Growth,293.97,0.03,7.55,9.43,8.75,2013-01-01 00:00:00,,1000.0,,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/14057757.00206600/aditya-birla-life-banking-debt-fund-direct-plan
Aditya Birla Sun Life Banking & PSU Debt Fund - Direct Plan - IDCW,154.99,0.03,2.16,2.86,3.45,2013-01-01 00:00:00,,1000.0,7.99%,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/14057757.00206700/aditya-birla-life-banking-debt-fund-direct-plan
Aditya Birla Sun Life Banking & PSU Debt Fund - Direct Plan - IDCW-Monthly,114.82,0.03,2.0,2.76,1.63,2013-01-01 00:00:00,,1000.0,0.44%,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/14057757.00218200/aditya-birla-life-banking-debt-fund-direct-plan
Aditya Birla Sun Life Banking & PSU Debt Fund - Direct Plan - IDCW-Quarterly,113.16,0.03,1.89,2.7,1.31,2013-01-01 00:00:00,,1000.0,1.39%,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/14057757.00218100/aditya-birla-life-banking-debt-fund-direct-plan
Aditya Birla Sun Life Banking And Financial Services Fund - Direct Plan - Growth,39.26,-0.05,86.07,10.69,15.76,2013-11-25 00:00:00,1.0,1000.0,,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/140510175.00206600/aditya-birla-life-banking-financial-services-fund-direct-plan
Aditya Birla Sun Life Banking And Financial Services Fund - Direct Plan - IDCW,24.1,-0.08,75.27,3.07,8.54,2013-11-25 00:00:00,1.0,1000.0,12.30%,https://mutualfund.adityabirlacapital.com/,https://coin.zerodha.com/funds/140510175.00206700/aditya-birla-life-banking-financial-services-fund-direct-plan
